condition,snr_db,realization,sample_id,stable_seed_uint64,shared_scope
snr_30db,30.0,draw0,b7fd_pec_ti030_pi120,4068094085931653067,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi150,6392495472652481471,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi180,2855167503219413438,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi210,7984127147249817652,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi240,17815303205907778598,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi270,8929269474445599019,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi300,10532725789262019489,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti030_pi330,15372136700945896993,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi000,15250234668268084882,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi030,16698031694755082404,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi060,4812877393353939974,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi090,11813766113604709848,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi120,543178067118342516,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi150,2271781611022829072,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi180,3121215856797113331,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi210,17560188541007781155,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi240,3098825543091292630,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi270,1762611927177035738,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi300,3178374398531995505,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti060_pi330,6885723419719125132,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi000,13103294929971834866,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi030,11222875927983025668,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi060,2051084093867608376,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi090,10797489065049130610,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi120,5577622695903071712,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi150,4770733979069023488,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi180,2760854952863650646,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi210,11654860190611320212,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi240,15124579171582659194,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi270,12144918227698223286,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi300,12046174187718229191,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti090_pi330,3176961806270932897,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi000,17598901006043767114,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi030,11409829979756686423,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi060,10972033785916372221,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi090,14219330273625506844,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi120,2532947210353674438,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi150,3005825683652665192,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi180,466780387348828001,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi210,11316231161631114776,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi240,12948581413874375707,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi270,17789814944164247628,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi300,13076578754213146731,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti120_pi330,12913118061244347497,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi000,17230206135976921549,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi030,1303538527380595433,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi060,16659651036812082034,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi090,14669125642266831435,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi120,16389005859590915150,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi150,2893204321053883980,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi180,11903678477193000070,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi210,15118801459280767843,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi240,17020658944096277212,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi270,18388006337465246110,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi300,1100740896218585113,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b7fd_pec_ti150_pi330,9988985636528745515,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi000,10679631924519556773,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi030,7666375472813021212,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi060,10062761130251844619,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi090,17063635275906632830,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi120,8618424528830904330,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi150,1808579159307950880,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi180,25498221433010232,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi210,14285816848917260199,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi240,5365642472930629768,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi270,16193809825328221239,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi300,8762682327975752784,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti030_pi330,13202948617436217432,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi000,15895849320002545525,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi030,12087592849383312348,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi060,13969423270223470960,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi090,13108106337260048463,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi120,1928585601501273730,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi150,10210113246610273848,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi180,2343746055821421931,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi210,5173528841349456562,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi240,2165853363465536546,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi270,820851518685712528,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi300,5357539906338968151,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti060_pi330,5420425154121191211,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi000,924134459351941231,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi030,10997881724567597106,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi060,3934889581638848291,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi090,6775602771920532426,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi120,5872423044337622549,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi150,7555566822057259642,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi180,113598380306490866,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi210,15123191609335258185,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi240,15259971754565800842,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi270,11757626283831018307,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi300,6415018667577388852,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti090_pi330,12794635404223722010,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi000,6022298450879850165,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi030,3274777530399568771,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi060,17567591767223326895,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi090,3431534419063340480,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi120,7737130327013372894,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi150,4148891991064242836,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi180,10370337360953710761,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi210,1875871081139909024,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi240,16695828109242902045,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi270,674833991020063048,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi300,5826796744451439084,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti120_pi330,16630081201357450453,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi000,15597590742727390895,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi030,2806372244805012212,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi060,12029042865147949859,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi090,13767310491028996842,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi120,7885890838612421146,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi150,6248421822645614572,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi180,208794536256896856,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi210,16067408901791421170,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi240,2737784979162512295,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi270,10458878871175567434,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi300,9676533027654080725,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b80b_pec_ti150_pi330,13096798350607326516,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
snr_30db,30.0,draw0,b812_pec_ti030_pi000,14640044696328341908,same sample/model arms/folds/checkpoint seeds; theta/phi use sequential independent draws from this RNG
