condition,realization,channel,frequency_ghz,gain_error_db,phase_error_deg
cal_0p5db_5deg,draw0,theta,0.49000000953674316,0.12970043317316657,-1.8937525275513827
cal_0p5db_5deg,draw0,theta,0.5,0.09889054039352595,-2.2036436676279836
cal_0p5db_5deg,draw0,theta,0.5099999904632568,0.07155436435723667,-2.5101067801814017
cal_0p5db_5deg,draw0,theta,0.5199999809265137,0.04796538632240777,-2.8071266996559983
cal_0p5db_5deg,draw0,theta,0.5299999713897705,0.02822797954608028,-3.0878509773178573
cal_0p5db_5deg,draw0,theta,0.5400000214576721,0.012285665502617924,-3.3448522666586005
cal_0p5db_5deg,draw0,theta,0.550000011920929,-6.438392505122034e-05,-3.5704383367668386
cal_0p5db_5deg,draw0,theta,0.5600000023841858,-0.009151420414421576,-3.7569956325935827
cal_0p5db_5deg,draw0,theta,0.5699999928474426,-0.015406806701349224,-3.897350423651049
cal_0p5db_5deg,draw0,theta,0.5799999833106995,-0.019336521870206697,-3.98513042501381
cal_0p5db_5deg,draw0,theta,0.5899999737739563,-0.021491800454740938,-4.01510939460475
cal_0p5db_5deg,draw0,theta,0.6000000238418579,-0.022439273643306123,-3.983517632123834
cal_0p5db_5deg,draw0,theta,0.6100000143051147,-0.022731971973016796,-3.8883025153435176
cal_0p5db_5deg,draw0,theta,0.6200000047683716,-0.022882479799340223,-3.729325161247221
cal_0p5db_5deg,draw0,theta,0.6299999952316284,-0.023339406180416054,-3.5084819116696115
cal_0p5db_5deg,draw0,theta,0.6399999856948853,-0.02446816073177713,-3.229742504852565
cal_0p5db_5deg,draw0,theta,0.6499999761581421,-0.02653680479380992,-2.899100369684694
cal_0p5db_5deg,draw0,theta,0.6600000262260437,-0.02970749803679834,-2.524434313153451
cal_0p5db_5deg,draw0,theta,0.6700000166893005,-0.034033789897140954,-2.115284796061489
cal_0p5db_5deg,draw0,theta,0.6800000071525574,-0.039463726335664535,-1.682551834573238
cal_0p5db_5deg,draw0,theta,0.6899999976158142,-0.04584846797967646,-1.2381251553449049
cal_0p5db_5deg,draw0,theta,0.699999988079071,-0.05295585814043171,-0.7944604094767425
cal_0p5db_5deg,draw0,theta,0.7099999785423279,-0.060488150064971616,-0.36411787195653916
cal_0p5db_5deg,draw0,theta,0.7200000286102295,-0.06810291234368936,0.04071800134151446
cal_0p5db_5deg,draw0,theta,0.7300000190734863,-0.07543598813711375,0.4087186089312399
cal_0p5db_5deg,draw0,theta,0.7400000095367432,-0.08212529414485854,0.7298709286900658
cal_0p5db_5deg,draw0,theta,0.75,-0.08783421292844369,0.9958975261613909
cal_0p5db_5deg,draw0,theta,0.7599999904632568,-0.09227335863351258,1.2006187708244778
cal_0p5db_5deg,draw0,theta,0.7699999809265137,-0.09521957999974438,1.340241300799088
cal_0p5db_5deg,draw0,theta,0.7799999713897705,-0.09653120187252044,1.4135595928814013
cal_0p5db_5deg,draw0,theta,0.7900000214576721,-0.0961586909000537,1.4220608969498774
cal_0p5db_5deg,draw0,theta,0.800000011920929,-0.09415015424468628,1.3699276409215049
cal_0p5db_5deg,draw0,theta,0.8100000023841858,-0.09065133173753516,1.2639355440378286
cal_0p5db_5deg,draw0,theta,0.8199999928474426,-0.08590001044620263,1.1132499188120264
cal_0p5db_5deg,draw0,theta,0.8299999833106995,-0.08021506380848197,0.929126816450684
cal_0p5db_5deg,draw0,theta,0.8399999737739563,-0.07398058277983871,0.7245296001351675
cal_0p5db_5deg,draw0,theta,0.8500000238418579,-0.0676258116436694,0.5136750481647406
cal_0p5db_5deg,draw0,theta,0.8600000143051147,-0.0616018149067148,0.311526044591111
cal_0p5db_5deg,draw0,theta,0.8700000047683716,-0.056355974091951457,0.1332501820674837
cal_0p5db_5deg,draw0,theta,0.8799999952316284,-0.05230553611791454,-0.006334917380656287
cal_0p5db_5deg,draw0,theta,0.8899999856948853,-0.04981150237957635,-0.09330812745234744
cal_0p5db_5deg,draw0,theta,0.8999999761581421,-0.04915415614782353,-0.11516200066370902
cal_0p5db_5deg,draw0,theta,0.9100000262260437,-0.05051147463398396,-0.06127053984438309
cal_0p5db_5deg,draw0,theta,0.9200000166893005,-0.05394156284646757,0.07671056914672356
cal_0p5db_5deg,draw0,theta,0.9300000071525574,-0.05937008362265838,0.30452670491848083
cal_0p5db_5deg,draw0,theta,0.9399999976158142,-0.0665834487889705,0.6251021628911523
cal_0p5db_5deg,draw0,theta,0.949999988079071,-0.07522828924438311,1.0384214282836937
cal_0p5db_5deg,draw0,theta,0.9599999785423279,-0.08481744756962838,1.5415180444220744
cal_0p5db_5deg,draw0,theta,0.9700000286102295,-0.0947424474952833,2.1285709512947872
cal_0p5db_5deg,draw0,theta,0.9800000190734863,-0.10429210292284323,2.791103890999978
cal_0p5db_5deg,draw0,theta,0.9900000095367432,-0.11267664807828227,3.5182793987476177
cal_0p5db_5deg,draw0,theta,1.0,-0.11905651230548418,4.297275190304405
cal_0p5db_5deg,draw0,phi,0.10000000149011612,0.060539492532977,-4.269288295261292
cal_0p5db_5deg,draw0,phi,0.10999999940395355,0.06902630075563759,-4.177811834690404
cal_0p5db_5deg,draw0,phi,0.11999999731779099,0.07611507418056677,-4.068093953440831
cal_0p5db_5deg,draw0,phi,0.12999999523162842,0.08184166280304005,-3.943381530787258
cal_0p5db_5deg,draw0,phi,0.14000000059604645,0.0863253068022222,-3.806571966807177
cal_0p5db_5deg,draw0,phi,0.15000000596046448,0.08976201084684844,-3.660036081183795
cal_0p5db_5deg,draw0,phi,0.1599999964237213,0.09241335881893199,-3.505478284123421
cal_0p5db_5deg,draw0,phi,0.17000000178813934,0.09459129459157554,-3.3438412606377668
cal_0p5db_5deg,draw0,phi,0.18000000715255737,0.09663959733981749,-3.1752601930157143
cal_0p5db_5deg,draw0,phi,0.1899999976158142,0.09891294968625877,-2.999069091342818
cal_0p5db_5deg,draw0,phi,0.20000000298023224,0.10175462585156352,-2.8138592212285705
cal_0p5db_5deg,draw0,phi,0.20999999344348907,0.10547390878209208,-2.617587030047121
cal_0p5db_5deg,draw0,phi,0.2199999988079071,0.1103243759504581,-2.407726497035962
cal_0p5db_5deg,draw0,phi,0.23000000417232513,0.11648417144049393,-2.1814585827331276
cal_0p5db_5deg,draw0,phi,0.23999999463558197,0.1240393076731878,-1.9358885337184149
cal_0p5db_5deg,draw0,phi,0.25,0.13297091668686423,-1.6682802990859096
cal_0p5db_5deg,draw0,phi,0.25999999046325684,0.14314720345544196,-1.3762963064894405
cal_0p5db_5deg,draw0,phi,0.27000001072883606,0.1543206495115703,-1.0582303770856512
cal_0p5db_5deg,draw0,phi,0.2800000011920929,0.16613078301965514,-0.7132216552627378
cal_0p5db_5deg,draw0,phi,0.28999999165534973,0.1781125815968541,-0.3414380904132872
cal_0p5db_5deg,draw0,phi,0.30000001192092896,0.18971031763916454,0.05578079143741639
cal_0p5db_5deg,draw0,phi,0.3100000023841858,0.20029640407294994,0.4758303985184238
cal_0p5db_5deg,draw0,phi,0.3199999928474426,0.20919456258339827,0.9148033320846396
cal_0p5db_5deg,draw0,phi,0.33000001311302185,0.21570642710247517,1.367511425383654
cal_0p5db_5deg,draw0,phi,0.3400000035762787,0.2191405221992693,1.827568942224026
cal_0p5db_5deg,draw0,phi,0.3499999940395355,0.2188424270081024,2.2875355584543224
cal_0p5db_5deg,draw0,phi,0.36000001430511475,0.21422485657253956,2.739115012359141
cal_0p5db_5deg,draw0,phi,0.3700000047683716,0.20479636793327197,3.1734027134266367
cal_0p5db_5deg,draw0,phi,0.3799999952316284,0.19018742955726686,3.5811732596950763
cal_0p5db_5deg,draw0,phi,0.38999998569488525,0.17017267898187502,3.953196837940742
cal_0p5db_5deg,draw0,phi,0.4000000059604645,0.14468833161761613,4.280571959060894
cal_0p5db_5deg,draw0,phi,0.4099999964237213,0.11384388803314786,4.5550609845560945
cal_0p5db_5deg,draw0,phi,0.41999998688697815,0.07792751020965005,4.769414477920418
cal_0p5db_5deg,draw0,phi,0.4300000071525574,0.0374046899504331,4.917670591131606
cal_0p5db_5deg,draw0,phi,0.4399999976158142,-0.00708989571295375,4.995416469488983
cal_0p5db_5deg,draw0,phi,0.44999998807907104,-0.054767168118005576,5.0
cal_0p5db_5deg,draw0,phi,0.46000000834465027,-0.1047046207464042,4.930682086721852
cal_0p5db_5deg,draw0,phi,0.4699999988079071,-0.15587277556918822,4.788721935592423
cal_0p5db_5deg,draw0,phi,0.47999998927116394,-0.2071661826917059,4.577390476498446
cal_0p5db_5deg,draw0,phi,0.49000000953674316,-0.2574378294499323,4.301909931320866
cal_0p5db_5deg,draw0,phi,0.5,-0.30553567603527615,3.9693205324091414
cal_0p5db_5deg,draw0,phi,0.5099999904632568,-0.35033993766268323,3.588278379753814
cal_0p5db_5deg,draw0,phi,0.5199999809265137,-0.39079969255967467,3.1687912703329584
cal_0p5db_5deg,draw0,phi,0.5299999713897705,-0.42596741256974274,2.7219019183490847
cal_0p5db_5deg,draw0,phi,0.5400000214576721,-0.4550300883878062,2.2593301996046917
cal_0p5db_5deg,draw0,phi,0.550000011920929,-0.4773357513809433,1.7930878017504672
cal_0p5db_5deg,draw0,phi,0.5600000023841858,-0.4924143732698669,1.3350798687899097
cal_0p5db_5deg,draw0,phi,0.5699999928474426,-0.4999923462295263,0.8967088400961876
cal_0p5db_5deg,draw0,phi,0.5799999833106995,-0.5,0.4884956735154283
cal_0p5db_5deg,draw0,phi,0.5899999737739563,-0.4925718887794448,0.11973300752220724
cal_0p5db_5deg,draw0,phi,0.6000000238418579,-0.4780398674598178,-0.2018164160184599
cal_0p5db_5deg,draw0,phi,0.6100000143051147,-0.45691926218051526,-0.47016452856579893
cal_0p5db_5deg,draw0,phi,0.6200000047683716,-0.42988871230177167,-0.6812766271578502
cal_0p5db_5deg,draw0,phi,0.6299999952316284,-0.3977645084049605,-0.8331773345519853
cal_0p5db_5deg,draw0,phi,0.6399999856948853,-0.3614704635411683,-0.9259800860070017
cal_0p5db_5deg,draw0,phi,0.6499999761581421,-0.3220045239052819,-0.9618394564036932
cal_0p5db_5deg,draw0,phi,0.6600000262260437,-0.2804034435183231,-0.9448287170673799
cal_0p5db_5deg,draw0,phi,0.6700000166893005,-0.2377069106310207,-0.880747979503498
cal_0p5db_5deg,draw0,phi,0.6800000071525574,-0.19492251905666985,-0.7768710195083222
cal_0p5db_5deg,draw0,phi,0.6899999976158142,-0.15299292560156988,-0.6416412660521754
cal_0p5db_5deg,draw0,phi,0.699999988079071,-0.11276642773666236,-0.48432938614885446
cal_0p5db_5deg,draw0,phi,0.7099999785423279,-0.07497203852702988,-0.3146663199406423
cal_0p5db_5deg,draw0,phi,0.7200000286102295,-0.04019993560469301,-0.1424664622609288
cal_0p5db_5deg,draw0,phi,0.7300000190734863,-0.008887926439925354,0.02274408429583926
cal_0p5db_5deg,draw0,phi,0.7400000095367432,0.01868568643640782,0.17207965032290762
cal_0p5db_5deg,draw0,phi,0.75,0.04240272808068986,0.297613989621134
cal_0p5db_5deg,draw0,phi,0.7599999904632568,0.06229942213156226,0.3926541160286429
cal_0p5db_5deg,draw0,phi,0.7699999809265137,0.07855473279806156,0.4519590114279188
cal_0p5db_5deg,draw0,phi,0.7799999713897705,0.09147344102504995,0.4718956503070523
cal_0p5db_5deg,draw0,phi,0.7900000214576721,0.10146482678959581,0.4505274956649029
cal_0p5db_5deg,draw0,phi,0.800000011920929,0.10901799778637883,0.38763350111333855
cal_0p5db_5deg,draw0,phi,0.8100000023841858,0.11467502571651428,0.28465858034405056
cal_0p5db_5deg,draw0,phi,0.8199999928474426,0.11900312022425419,0.1445993520570431
cal_0p5db_5deg,draw0,phi,0.8299999833106995,0.1225670847554993,-0.02816838543483732
cal_0p5db_5deg,draw0,phi,0.8399999737739563,0.12590325816802533,-0.22811166237511415
cal_0p5db_5deg,draw0,phi,0.8500000238418579,0.12949605312689733,-0.4488011180936588
cal_0p5db_5deg,draw0,phi,0.8600000143051147,0.13375806177246685,-0.6831984103210685
cal_0p5db_5deg,draw0,phi,0.8700000047683716,0.13901451752527766,-0.9239572236419448
cal_0p5db_5deg,draw0,phi,0.8799999952316284,0.14549268763269085,-1.1637245416228197
cal_0p5db_5deg,draw0,phi,0.8899999856948853,0.15331653399585662,-1.3954291291607699
cal_0p5db_5deg,draw0,phi,0.8999999761581421,0.16250673072311078,-1.6125450232206264
cal_0p5db_5deg,draw0,phi,0.9100000262260437,0.17298587698851356,-1.8093192082612208
cal_0p5db_5deg,draw0,phi,0.9200000166893005,0.18458850435601107,-1.9809544913080843
cal_0p5db_5deg,draw0,phi,0.9300000071525574,0.19707525946045854,-2.1237408049373636
cal_0p5db_5deg,draw0,phi,0.9399999976158142,0.2101504555201598,-2.2351306524930847
cal_0p5db_5deg,draw0,phi,0.949999988079071,0.22348203787174475,-2.3137570552948405
cal_0p5db_5deg,draw0,phi,0.9599999785423279,0.23672290606014004,-2.3593950466100018
cal_0p5db_5deg,draw0,phi,0.9700000286102295,0.24953248240603879,-2.372870360861869
cal_0p5db_5deg,draw0,phi,0.9800000190734863,0.26159741656952873,-2.3559213722697607
cal_0p5db_5deg,draw0,phi,0.9900000095367432,0.27265036723571223,-2.3110224376188095
cal_0p5db_5deg,draw0,phi,1.0,0.28248590312870037,-2.241178500019213
cal_0p5db_5deg,draw1,theta,0.10000000149011612,-0.5,-3.8893403344513597
cal_0p5db_5deg,draw1,theta,0.10999999940395355,-0.4561351061592458,-3.528136639977653
cal_0p5db_5deg,draw1,theta,0.11999999731779099,-0.41160864138361314,-3.160298264832144
cal_0p5db_5deg,draw1,theta,0.12999999523162842,-0.3669999177149846,-2.792678495868532
cal_0p5db_5deg,draw1,theta,0.14000000059604645,-0.3228024730742222,-2.4325111491999545
cal_0p5db_5deg,draw1,theta,0.15000000596046448,-0.27940942544243813,-2.087133115757311
cal_0p5db_5deg,draw1,theta,0.1599999964237213,-0.23710501517609303,-1.7636880863667483
cal_0p5db_5deg,draw1,theta,0.17000000178813934,-0.19606260632225975,-1.4688244066967548
cal_0p5db_5deg,draw1,theta,0.18000000715255737,-0.15634910111823463,-1.2084005743463528
cal_0p5db_5deg,draw1,theta,0.1899999976158142,-0.11793540943215976,-0.987211853287665
cal_0p5db_5deg,draw1,theta,0.20000000298023224,-0.08071232101658926,-0.8087508405607386
cal_0p5db_5deg,draw1,theta,0.20999999344348907,-0.04451086652811639,-0.6750135989238024
cal_0p5db_5deg,draw1,theta,0.2199999988079071,-0.00912603527352617,-0.5863612152545523
cal_0p5db_5deg,draw1,theta,0.23000000417232513,0.02565744645902392,-0.5414444298289005
cal_0p5db_5deg,draw1,theta,0.23999999463558197,0.06003867531180462,-0.5371963988563034
cal_0p5db_5deg,draw1,theta,0.25,0.09417490436215836,-0.568895811270437
cal_0p5db_5deg,draw1,theta,0.25999999046325684,0.12815805416612358,-0.6302996022515112
cal_0p5db_5deg,draw1,theta,0.27000001072883606,0.1619947072655223,-0.7138415185709246
cal_0p5db_5deg,draw1,theta,0.2800000011920929,0.1955907317637633,-0.8108899240984864
cal_0p5db_5deg,draw1,theta,0.28999999165534973,0.2287414641024707,-0.912055612775239
cal_0p5db_5deg,draw1,theta,0.30000001192092896,0.26112812019622755,-1.0075381362269134
cal_0p5db_5deg,draw1,theta,0.3100000023841858,0.2923208093405794,-1.087497354240474
cal_0p5db_5deg,draw1,theta,0.3199999928474426,0.3217882100964961,-1.142435659474494
cal_0p5db_5deg,draw1,theta,0.33000001311302185,0.3489136459441154,-1.1635756710259297
cal_0p5db_5deg,draw1,theta,0.3400000035762787,0.3730169855018546,-1.1432181673160176
cal_0p5db_5deg,draw1,theta,0.3499999940395355,0.39338150182714327,-1.0750656426597387
cal_0p5db_5deg,draw1,theta,0.36000001430511475,0.40928457110935446,-0.954498101982584
cal_0p5db_5deg,draw1,theta,0.3700000047683716,0.42003088474861167,-0.7787895061023131
cal_0p5db_5deg,draw1,theta,0.3799999952316284,0.42498670012797884,-0.5472555729871686
cal_0p5db_5deg,draw1,theta,0.38999998569488525,0.42361357156069945,-0.2613263342180638
cal_0p5db_5deg,draw1,theta,0.4000000059604645,0.4154999883157358,0.07546017109903712
cal_0p5db_5deg,draw1,theta,0.4099999964237213,0.4003894026328419,0.45754353476623594
cal_0p5db_5deg,draw1,theta,0.41999998688697815,0.37820325545146105,0.8775032387662853
cal_0p5db_5deg,draw1,theta,0.4300000071525574,0.34905779635939804,1.3262917425171719
cal_0p5db_5deg,draw1,theta,0.4399999976158142,0.3132737393251209,1.7935297531298053
cal_0p5db_5deg,draw1,theta,0.44999998807907104,0.2713780868890863,2.2678525305189003
cal_0p5db_5deg,draw1,theta,0.46000000834465027,0.2240977803390351,2.737294030023069
cal_0p5db_5deg,draw1,theta,0.4699999988079071,0.17234517810360678,3.189694175800986
cal_0p5db_5deg,draw1,theta,0.47999998927116394,0.11719571432768269,3.613113651638284
cal_0p5db_5deg,draw1,theta,0.49000000953674316,0.05985842918346608,3.996240329309517
cal_0p5db_5deg,draw1,theta,0.5,0.0016403771077251148,4.328771838518849
cal_0p5db_5deg,draw1,theta,0.5099999904632568,-0.05609380498856009,4.60175979934531
cal_0p5db_5deg,draw1,theta,0.5199999809265137,-0.11196566264786442,4.807902843891244
cal_0p5db_5deg,draw1,theta,0.5299999713897705,-0.16462835130650763,4.9417776794444865
cal_0p5db_5deg,draw1,theta,0.5400000214576721,-0.21281196051667609,5.0
cal_0p5db_5deg,draw1,theta,0.550000011920929,-0.2553669473427434,4.981309927580794
cal_0p5db_5deg,draw1,theta,0.5600000023841858,-0.29130394415564875,4.8865797373436335
cal_0p5db_5deg,draw1,theta,0.5699999928474426,-0.3198283318643479,4.718744760869929
cal_0p5db_5deg,draw1,theta,0.5799999833106995,-0.3403681635633799,4.482661437874068
cal_0p5db_5deg,draw1,theta,0.5899999737739563,-0.3525942778445192,4.184899368684237
cal_0p5db_5deg,draw1,theta,0.6000000238418579,-0.35643174521366083,3.833476788005509
cal_0p5db_5deg,draw1,theta,0.6100000143051147,-0.3520621325987578,3.437551028415731
cal_0p5db_5deg,draw1,theta,0.6200000047683716,-0.3399164356256128,3.007077182066447
cal_0p5db_5deg,draw1,theta,0.6299999952316284,-0.3206589009446852,2.552449235712152
cal_0p5db_5deg,draw1,theta,0.6399999856948853,-0.29516232580903645,2.084138407015475
cal_0p5db_5deg,draw1,theta,0.6499999761581421,-0.2644757640213522,1.6123432352597378
cal_0p5db_5deg,draw1,theta,0.6600000262260437,-0.2297858719285712,1.1466651904613423
cal_0p5db_5deg,draw1,theta,0.6700000166893005,-0.1923733825558071,0.6958222011697863
cal_0p5db_5deg,draw1,theta,0.6800000071525574,-0.15356638956359533,0.2674106273290396
cal_0p5db_5deg,draw1,theta,0.6899999976158142,-0.11469224738520732,-0.13227609349845526
cal_0p5db_5deg,draw1,theta,0.699999988079071,-0.07702994447676366,-0.49836651657051667
cal_0p5db_5deg,draw1,theta,0.7099999785423279,-0.041764781057668225,-0.8274651885230866
cal_0p5db_5deg,draw1,theta,0.7200000286102295,-0.009947082226247921,-1.1176416848184019
cal_0p5db_5deg,draw1,theta,0.7300000190734863,0.017543493726067644,-1.3683576462681715
cal_0p5db_5deg,draw1,theta,0.7400000095367432,0.04002672625645468,-1.5803374495889049
cal_0p5db_5deg,draw1,theta,0.75,0.057042644698443855,-1.75539053083553
cal_0p5db_5deg,draw1,theta,0.7599999904632568,0.06836367192934091,-1.8961953708899824
cal_0p5db_5deg,draw1,theta,0.7699999809265137,0.07399774534916004,-2.00605666430346
cal_0p5db_5deg,draw1,theta,0.7799999713897705,0.0741824283018615,-2.088648163732762
cal_0p5db_5deg,draw1,theta,0.7900000214576721,0.0693703888629726,-2.1477540833729285
cal_0p5db_5deg,draw1,theta,0.800000011920929,0.060206967853372304,-2.187021743553228
cal_0p5db_5deg,draw1,theta,0.8100000023841858,0.047500869596018146,-2.20973735886382
cal_0p5db_5deg,draw1,theta,0.8199999928474426,0.03218927437788179,-2.2186355533939532
cal_0p5db_5deg,draw1,theta,0.8299999833106995,0.015298879920494482,-2.215751392378315
cal_0p5db_5deg,draw1,theta,0.8399999737739563,-0.002095477991422652,-2.2023215342762854
cal_0p5db_5deg,draw1,theta,0.8500000238418579,-0.018912903758620606,-2.1787386327712372
cal_0p5db_5deg,draw1,theta,0.8600000143051147,-0.034107498797440496,-2.144560468739613
cal_0p5db_5deg,draw1,theta,0.8700000047683716,-0.04670675108461664,-2.0985725897950114
cal_0p5db_5deg,draw1,theta,0.8799999952316284,-0.055845754883510554,-2.0389006035345907
cal_0p5db_5deg,draw1,theta,0.8899999856948853,-0.060795963548754724,-1.9631658306267619
cal_0p5db_5deg,draw1,theta,0.8999999761581421,-0.06098743638191329,-1.8686758870797435
cal_0p5db_5deg,draw1,theta,0.9100000262260437,-0.05602383955916301,-1.7526400293149562
cal_0p5db_5deg,draw1,theta,0.9200000166893005,-0.04568978779725296,-1.6123978407643604
cal_0p5db_5deg,draw1,theta,0.9300000071525574,-0.02995045317740634,-1.4456491226152999
cal_0p5db_5deg,draw1,theta,0.9399999976158142,-0.008943705444568097,-1.2506727077165625
cal_0p5db_5deg,draw1,theta,0.949999988079071,0.017034630641426057,-1.0265223533713368
cal_0p5db_5deg,draw1,theta,0.9599999785423279,0.04755152466079624,-0.7731888674011776
cal_0p5db_5deg,draw1,theta,0.9700000286102295,0.0820623728008209,-0.4917191386732153
cal_0p5db_5deg,draw1,theta,0.9800000190734863,0.1199401953419188,-0.18428471094042015
cal_0p5db_5deg,draw1,theta,0.9900000095367432,0.16050694952931036,0.14580513048955768
cal_0p5db_5deg,draw1,theta,1.0,0.20306544293793793,0.49414820057453246
cal_0p5db_5deg,draw1,phi,0.10000000149011612,-0.5,-2.645380287832959
cal_0p5db_5deg,draw1,phi,0.10999999940395355,-0.47278702318372506,-2.3054277427087633
cal_0p5db_5deg,draw1,phi,0.11999999731779099,-0.4444529089189039,-1.9735146326899704
cal_0p5db_5deg,draw1,phi,0.12999999523162842,-0.41468511047340245,-1.6476021321323833
cal_0p5db_5deg,draw1,phi,0.14000000059604645,-0.3831518463756312,-1.3264375106661856
cal_0p5db_5deg,draw1,phi,0.15000000596046448,-0.3495282277809368,-1.009688358102274
cal_0p5db_5deg,draw1,phi,0.1599999964237213,-0.3135234974723997,-0.6980167025895524
cal_0p5db_5deg,draw1,phi,0.17000000178813934,-0.27490800413106864,-0.39308934301301124
cal_0p5db_5deg,draw1,phi,0.18000000715255737,-0.23353852264762567,-0.09752388636920505
cal_0p5db_5deg,draw1,phi,0.1899999976158142,-0.18938058286588758,0.18522682945996938
cal_0p5db_5deg,draw1,phi,0.20000000298023224,-0.14252658339897045,0.45104618420378373
cal_0p5db_5deg,draw1,phi,0.20999999344348907,-0.09320863937502993,0.6953725564690351
cal_0p5db_5deg,draw1,phi,0.2199999988079071,-0.04180533586546306,0.9134545007722259
cal_0p5db_5deg,draw1,phi,0.23000000417232513,0.011158177267134337,1.1006294926109539
cal_0p5db_5deg,draw1,phi,0.23999999463558197,0.06501701977202254,1.2526121192348985
cal_0p5db_5deg,draw1,phi,0.25,0.11898030500553604,1.3657769568448388
cal_0p5db_5deg,draw1,phi,0.25999999046325684,0.17215140048766067,1.4374214277235482
cal_0p5db_5deg,draw1,phi,0.27000001072883606,0.22355406949511436,1.4659946742872183
cal_0p5db_5deg,draw1,phi,0.2800000011920929,0.2721635600818036,1.4512798911090168
cal_0p5db_5deg,draw1,phi,0.28999999165534973,0.3169414667897127,1.3945195606165253
cal_0p5db_5deg,draw1,phi,0.30000001192092896,0.3568729971470778,1.2984755561462744
cal_0p5db_5deg,draw1,phi,0.3100000023841858,0.3910051388199734,1.1674189966391788
cal_0p5db_5deg,draw1,phi,0.3199999928474426,0.4184841505282473,1.0070479311637823
cal_0p5db_5deg,draw1,phi,0.33000001311302185,0.43859079436621184,0.8243342564249394
cal_0p5db_5deg,draw1,phi,0.3400000035762787,0.4507717898821402,0.6273045775691265
cal_0p5db_5deg,draw1,phi,0.3499999940395355,0.4546660991063739,0.4247628629773658
cal_0p5db_5deg,draw1,phi,0.36000001430511475,0.45012484172897604,0.22596557491140362
